"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle"
"Thursday","2019","2","20","13:30","pettarani","panakkukang","TL","R2","R2"
"Wednesday","2018","2","19","12:00","toddopuli raya","panakkukang","TL","R2","R2"
"Monday","2018","2","19","19:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Monday","2019","2","21","20:21","mutiara boulevard","biringkanaya","TL","R4","R2"
"Thursday","2019","2","22","9:45","pettarani","panakkukang","TL","R4","R2"
"Friday","2019","2","22","9:45","veteran utara","makassar","OC","R2","NOV"
"Friday","2019","2","21","14:20","metro tanjung bunga","tamalate","OC","R4","NOV"
"Thursday","2019","2","24","10:30","bandang","bontoala","TK","R4","R2"
"Sunday","2019","2","23","20:30","sudirman","ujung pandang","TL","R4","M"
"Saturday","2019","2","22","2:58","sunu","tallo","T","R2","NOV"
"Friday","2019","2","24","1:30","veteran utara","makassar","LL","R2","R4"
"Sunday","2019","2","24","2:25","veteran selatan","makassar","TL","R4","R2"
"Sunday","2019","2","23","16:00","sunu","tallo","TK","R2","R2"
"Saturday","2018","9","15","14:00","rappocini raya","rappocini","TL","R2","R2"
"Saturday","2019","2","22","15:00","veteran selatan","makassar","TK","R4","R2"
"Friday","2019","2","25","21:30","pettarani","panakkukang","TL","R4","R2"
"Monday","2019","2","25","11:40","cumi-cumi","bontoala","TK","R2","R2"
"Monday","2019","2","24","15:00","kapasa raya","tamalanrea","TL","TR","R4"
"Sunday","2019","2","25","17:30","monumen emmy saelan","rappocini","TL","R2","R4"
"Monday","2019","2","25","7:00","borong jambu raya","manggala","TL","R2","Rro"
"Monday","2019","2","23","15:40","aroepala","rappocini","TK","R2","R2"
"Saturday","2019","2","26","19:30","letjen hertasning","rappocini","TL","R4","R2"
"Tuesday","2019","2","27","17:30","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Wednesday","2019","2","26","17:30","galangan kapal","tallo","TB","TR","R2"
"Tuesday","2019","2","27","11:40","tidung 5","rappocini","TM","R2","NOV"
"Wednesday","2019","2","27","22:15","rappocini raya","rappocini","TL","R2","NOV"
"Wednesday","2019","2","27","10:50","perintis kemerdekaan","biringkanaya","TB","R4","R4"
"Wednesday","2019","2","27","17:30","sungai limboto","ujung pandang","TM","R4","NOV"
"Wednesday","2019","2","21","23:00","toa daeng 3","manggala","TK","R2","R4"
"Thursday","2019","2","28","13:00","pannampu","tallo","TK","R2","R2"
"Thursday","2019","3","1","18:00","urip sumuharjo","panakkukang","TL","R4","R2"
"Friday","2019","3","1","8:00","dirgantara","panakkukang","TK","R4","R2"
"Friday","2019","2","28","17:30","tamangapa raya","manggala","TM","R2","NOV"
"Thursday","2019","3","3","5:00","kapasa raya","biringkanaya","TK","R2","R2"
"Sunday","2019","3","2","19:00","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Saturday","2019","3","2","22:00","insinyur sutami","biringkanaya","TL","R2","R2"
"Saturday","2019","3","3","13:00","keindahan","tamalanrea","TK","R2","R2"
"Sunday","2019","3","1","7:00","kenanga","mariso","TK","R2","R2"
"Friday","2019","3","1","9:30","letjen hertasning","panakkukang","TK","R2","R2"
"Friday","2019","3","3","2:00","insinyur sutami","tamalanrea","TL","TR","R2"
"Sunday","2019","3","4","11:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Monday","2019","3","4","13:30","pelita raya","panakkukang","TB","R4","R2"
"Monday","2019","3","2","12:00","raya telkomas","biringkanaya","TK","R4","R2"
"Saturday","2019","3","5","6:30","mutiara boulevard","biringkanaya","OC","R4","NOV"
"Tuesday","2019","3","6","17:30","asrama haji","biringkanaya","TL","R4","R2"
"Wednesday","2019","3","6","14:00","a.r. hakim","tallo","TK","R2","R2"
"Wednesday","2019","3","8","8:30","barawaja","panakkukang","TK","R2","R2"
"Friday","2019","3","8","15:30","insinyur sutami","tamalanrea","TK","R2","TR"
"Friday","2019","3","9","15:30","mangerangi","tamalate","TK","R2","R4"
"Saturday","2019","3","9","7:00","baddoka","biringkanaya","TM","R2","NOV"
"Saturday","2019","3","9","9:30","kima ii","biringkanaya","TK","R2","R2"
"Saturday","2019","3","9","7:15","gunung latimojong","bontoala","TK","R2","R2"
"Saturday","2019","3","10","7:00","andi mangerangi","tamalate","TL","R2","NOV"
"Sunday","2019","3","10","10:00","andi mangerangi","tamalate","TK","R2","R2"
"Sunday","2019","3","10","18:19","veteran utara","makassar","TM","R2","NOV"
"Sunday","2019","3","12","8:15","pongtiku","tallo","TL","R2","R4"
"Tuesday","2019","3","7","13:50","amirullah","mamajang","TM","R2","NOV"
"Thursday","2019","3","8","16:30","baji minasa ii","mariso","TK","R2","R2"
"Friday","2019","3","11","6:50","keindahan i","tamalanrea","TK","R2","R2"
"Monday","2019","3","11","12:00","veteran selatan","mamajang","TL","R2","R2"
"Monday","2019","3","11","16:30","tamalate","rappocini","TL","R4","R2"
"Monday","2019","3","13","4:00","ujung bor","manggala","TK","R2","R4"
"Wednesday","2019","3","12","7:00","maccini raya","makassar","TL","R4","R2"
"Tuesday","2019","3","13","15:30","insinyur sutami","tamalanrea","TK","TR","R4"
"Wednesday","2019","3","12","22:30","kima raya","biringkanaya","TK","R4","R2"
"Tuesday","2019","3","12","16:00","abdullah daeng sirua","panakkukang","TL","R2","R2"
"Tuesday","2019","3","13","18:40","dirgantara","panakkukang","TK","M","R2"
"Wednesday","2019","3","15","7:00","veteran selatan","mamajang","TK","R2","R2"
"Friday","2019","3","15","17:30","abdullah daeng sirua","panakkukang","TL","R4","R2"
"Friday","2019","3","16","11:00","teuku umar raya","tallo","TK","R2","R2"
"Saturday","2019","3","16","11:15","insinyur sutami","tamalanrea","TL","R2","R4"
"Saturday","2019","3","17","17:30","perintis kemerdekaan","tamalanrea","TK","R4","R2"
"Sunday","2019","3","18","2:00","abdul kadir","tamalate","TL","R2","NOV"
"Monday","2019","3","16","23:00","pengayoman","panakkukang","TL","R2","R2"
"Saturday","2019","2","28","23:15","gunung bulusaraung","ujung pandang","TL","R4","R4"
"Thursday","2019","3","19","15:30","daeng tata lama","tamalate","TL","R2","R2"
"Tuesday","2019","3","13","23:00","insinyur sutami","biringkanaya","TK","R4","R2"
"Wednesday","2019","3","17","16:15","perintis kemerdekaan iii","tamalanrea","TL","R2","NOV"
"Sunday","2019","3","18","9:00","insinyur sutami","biringkanaya","TL","R2","R2"
"Monday","2019","3","20","16:45","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Wednesday","2019","3","20","7:20","onta","mamajang","TK","R4","R2"
"Wednesday","2019","3","20","10:40","metro tanjung bunga","ujung pandang","TK","R4","R2"
"Wednesday","2019","3","21","7:50","sungai saddang","ujung pandang","TK","R4","R2"
"Thursday","2019","3","21","23:30","hati murni","mariso","TM","R2","NOV"
"Thursday","2019","3","20","22:00","cendrawasih","mamajang","TK","R2","R2"
"Wednesday","2019","3","21","7:30","galangan kapal","tallo","TL","R2","NOV"
"Thursday","2019","3","21","15:00","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Thursday","2019","3","21","21:15","inspeksi pam","manggala","TM","R2","NOV"
"Thursday","2019","3","22","20:00","andi mappaodang","tamalate","TL","R2","R2"
"Friday","2019","3","21","15:30","daeng ramang","biringkanaya","TK","R4","TR"
"Thursday","2019","3","23","12:10","rajawali","mariso","TL","R2","NOV"
"Saturday","2019","3","24","8:00","bandang","bontoala","TK","R4","R4"
"Sunday","2019","3","23","12:30","insinyur sutami","biringkanaya","TL","R2","R2"
"Saturday","2019","3","24","8:30","al markaz","bontoala","OC","R2","NOV"
"Sunday","2019","3","23","18:00","veteran selatan","mamajang","TM","R4","NOV"
"Saturday","2019","3","25","13:00","al markaz","bontoala","OC","R2","NOV"
"Monday","2019","3","25","10:15","abu bakar lambogo","makassar","OC","R2","NOV"
"Monday","2019","3","25","10:30","pajaiang","biringkanaya","TM","R2","NOV"
"Monday","2019","3","22","2:00","tamalanrea raya","tamalanrea","TK","R2","R2"
"Friday","2019","3","1","17:48","sam ratulangi","mariso","TL","R2","R2"
"Friday","2019","3","25","9:15","toddopuli ii","panakkukang","TL","R2","R2"
"Monday","2019","3","26","17:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Tuesday","2019","3","26","7:30","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Tuesday","2019","3","25","23:20","pergudangan parangloe","tamalanrea","OC","R2","NOV"
"Monday","2019","3","27","11:30","nuri","mariso","TL","R2","R2"
"Wednesday","2019","3","27","13:00","urip sumuharjo","bontoala","TL","R3","R2"
"Wednesday","2019","3","27","7:15","batua raya","panakkukang","TK","R2","R4"
"Wednesday","2019","3","24","15:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Sunday","2019","3","27","16:20","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Wednesday","2019","3","27","20:45","insinyur sutami","tamalanrea","OC","R2","NOV"
"Wednesday","2019","3","27","20:45","perintis kemerdekaan km. 12","tamalanrea","TL","R2","R2"
"Wednesday","2019","3","15","15:30","abdullah daeng sirua","panakkukang","OC","R2","NOV"
"Friday","2019","3","28","2:00","veteran selatan","makassar","TK","R4","R4"
"Thursday","2019","3","27","22:30","sungai saddang baru","makassar","TK","R4","R4"
"Wednesday","2019","3","27","12:30","paccerakkang","biringkanaya","TL","R4","R4"
"Wednesday","2019","3","28","10:00","pajaiang","biringkanaya","TM","R2","NOV"
"Thursday","2019","3","29","7:40","cendrawasih iii","mariso","TK","R2","R2"
"Friday","2019","3","23","3:00","sultan alauddin","tamalate","TM","R2","NOV"
"Saturday","2019","3","28","9:00","kumala","tamalate","T","R2","NOV"
"Thursday","2019","3","28","6:30","gunung latimojong","makassar","T","R2","NOV"
"Thursday","2019","3","29","11:40","abdullah daeng sirua","panakkukang","TL","R2","R4"
"Friday","2019","3","31","20:00","pajaiang","biringkanaya","TL","R2","R2"
"Sunday","2019","3","28","9:00","lanto daeng pasewang","mamajang","TL","R2","Rro"
"Thursday","2019","3","29","19:00","metro tanjung bunga","mariso","TK","R2","R4"
"Friday","2019","3","30","23:00","parumpa","biringkanaya","TK","R4","R4"
"Saturday","2019","3","29","16:00","katimbang","biringkanaya","TL","R2","R2"
"Friday","2019","3","30","12:30","kotipa raya","biringkanaya","T","R2","NOV"
"Saturday","2019","3","30","20:30","perintis kemerdekaan km. 9","tamalanrea","TL","R2","NOV"
"Saturday","2019","3","31","14:30","daeng ramang","biringkanaya","TM","R2","NOV"
"Sunday","2019","3","30","6:15","dr. leimena","manggala","TK","R4","R4"
"Saturday","2019","4","1","12:00","mutiara boulevard","biringkanaya","OC","R2","NOV"
"Monday","2019","4","1","12:00","mutiara boulevard","biringkanaya","OC","R2","NOV"
"Monday","2019","3","30","19:00","dg. hayo","manggala","OC","R2","NOV"
"Saturday","2019","4","1","12:30","dangko","tamalate","TK","R4","R2"
"Monday","2019","3","31","12:00","veteran selatan","makassar","TL","R4","R2"
"Sunday","2019","4","1","20:00","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Monday","2019","4","2","13:30","metro tanjung bunga","tamalate","TL","R2","R2"
"Tuesday","2019","4","1","3:00","raya baruga","manggala","TK","R2","R2"
"Monday","2019","4","1","23:35","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Monday","2019","4","1","20:50","tamangapa raya","manggala","TL","R2","NOV"
"Monday","2019","4","3","17:00","sam ratulangi","mariso","TK","R4","R2"
"Wednesday","2019","4","3","10:30","nuri","mariso","TL","R2","R2"
"Wednesday","2019","4","3","19:30","galangan kapal","tallo","TL","R4","R2"
"Wednesday","2019","4","5","0:30","metro tanjung bunga","tamalate","T","R2","NOV"
"Friday","2019","3","2","8:00","pannampu","tallo","TK","R2","R2"
"Saturday","2019","4","5","17:30","kenanga","mariso","TK","R2","R4"
"Friday","2019","4","5","16:00","sunu","tallo","TK","R2","R2"
"Friday","2019","4","4","15:00","goa ria","biringkanaya","TK","R4","R4"
"Thursday","2019","4","4","20:00","profesor abdurrahman basalamah","panakkukang","TK","R4","R2"
"Thursday","2019","4","4","7:50","hertasning ix","rappocini","TK","R4","R2"
"Thursday","2019","4","7","18:30","monginsidi","makassar","TL","R4","R2"
"Sunday","2019","3","29","9:00","jenderal sudirman","ujung pandang","TK","R2","R2"
"Friday","2019","4","2","20:00","insinyur sutami","tallo","TL","R2","R2"
"Tuesday","2019","4","6","17:15","mesjid raya","bontoala","TL","R2","R2"
"Saturday","2019","4","5","0:15","cendrawasih","mariso","TK","R4","R2"
"Friday","2019","4","7","1:20","pajukukang","tamalate","TK","R2","R2"
"Sunday","2019","4","5","17:15","rajawali","mariso","TK","R4","R2"
"Friday","2019","4","7","9:20","malengkeri","tamalate","TK","R2","R2"
"Sunday","2019","4","8","7:00","pajukukang","tamalate","TL","R4","R2"
"Monday","2019","4","8","8:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Monday","2019","4","8","16:20","sungai saddang","makassar","TL","R2","R2"
"Monday","2019","4","1","10:30","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Monday","2019","4","5","23:00","poros asrama haji","biringkanaya","T","R2","NOV"
"Friday","2019","4","8","17:15","andi tonro","tamalate","TK","R2","R4"
"Monday","2019","9","9","10:20","lagaligo","ujung pandang","TK","R2","R4"
"Monday","2019","3","29","11:00","metro tanjung bunga","mariso","TK","R4","R2"
"Friday","2019","9","8","16:00","adyaksa","panakkukang","TL","R2","R2"
"Sunday","2019","4","9","2:40","daeng ramang","biringkanaya","TK","R2","R4"
"Tuesday","2019","4","10","10:30","urip sumuharjo","panakkukang","TL","R4","R4"
"Wednesday","2019","4","10","12:20","pengayoman","panakkukang","TK","R2","R2"
"Wednesday","2019","4","10","20:00","sultan alauddin","tamalate","TK","R4","R4"
"Wednesday","2019","4","25","8:00","tol reformasi","tamalanrea","OC","R4","NOV"
"Thursday","2019","4","11","16:30","perintis kemerdekaan","biringkanaya","TL","R4","R2"
"Thursday","2019","4","11","11:00","aroepala","rappocini","TM","R2","NOV"
"Thursday","2019","4","11","17:00","urip sumuharjo","panakkukang","TL","R2","NOV"
"Thursday","2019","4","9","3:00","cendrawasih","mariso","TK","R4","R4"
"Tuesday","2019","4","13","6:50","urip sumuharjo","panakkukang","TK","R4","R2"
"Saturday","2019","4","12","22:45","teuku umar raya","tallo","TL","R2","R2"
"Friday","2019","4","9","13:00","perintis kemerdekaan","biringkanaya","TK","TR","R2"
"Tuesday","2019","4","12","19:45","insinyur sutami","tamalanrea","TK","R4","R2"
"Friday","2019","4","11","17:15","veteran selatan","mamajang","TL","R4","R2"
"Thursday","2019","4","11","14:30","tamangapa raya","manggala","TL","R4","R2"
"Thursday","2019","4","13","18:40","nikel raya","rappocini","TK","R2","R4"
"Saturday","2019","4","14","4:45","pajaiang","biringkanaya","TL","R2","R2"
"Sunday","2019","4","14","19:30","perintis kemerdekaan","biringkanaya","TB","R4","R4"
"Sunday","2019","4","12","16:00","datuk patimang","tallo","TL","R2","R2"
"Friday","2019","4","13","10:30","barawaja","panakkukang","TL","R2","R2"
"Saturday","2019","4","14","16:15","barawaja","panakkukang","TK","R2","R4"
"Sunday","2019","4","15","8:00","borong raya","manggala","TK","TR","NOV"
"Monday","2019","4","14","14:45","pettarani","rappocini","TL","TR","R4"
"Sunday","2019","4","16","4:15","dr. leimena","manggala","TL","R2","NOV"
"Tuesday","2019","3","21","22:30","letjen hertasning","panakkukang","OC","R2","NOV"
"Thursday","2019","4","17","18:00","sam ratulangi","mamajang","T","R2","NOV"
"Wednesday","2019","4","16","19:00","veteran selatan","mamajang","TK","R2","R2"
"Tuesday","2019","4","16","22:45","insinyur sutami","biringkanaya","TL","R2","R2"
"Tuesday","2019","9","18","6:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Wednesday","2019","4","19","19:30","sam ratulangi","mamajang","TK","R4","R2"
"Friday","2019","4","16","22:00","pettarani","rappocini","T","R2","NOV"
"Tuesday","2019","4","19","2:30","batua raya","panakkukang","TK","R2","R2"
"Friday","2019","4","18","15:00","cendrawasih","mariso","TK","R2","R4"
"Thursday","2019","4","17","16:15","cendrawasih","mamajang","TL","R2","NOV"
"Wednesday","2019","4","20","0:30","andi mappaodang","tamalate","TL","R2","R4"
"Saturday","2019","4","21","1:30","sultan alauddin","tamalate","TL","R4","R2"
"Sunday","2019","4","18","15:00","sudirman","ujung pandang","TK","R4","R2"
"Thursday","2019","4","19","23:30","malengkeri","tamalate","TM","R2","NOV"
"Friday","2019","4","17","7:00","dr. leimena","manggala","TK","R2","R4"
"Wednesday","2019","4","17","6:15","nipa ii","manggala","TL","R4","R2"
"Wednesday","2019","4","17","17:30","pettarani","rappocini","LL","R2","NOV"
"Wednesday","2019","4","12","23:00","poros nusa harapan permai","tamalanrea","TL","R2","NOV"
"Friday","2019","4","17","17:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Wednesday","2019","4","21","3:00","sungai saddang baru","makassar","TK","R2","R4"
"Sunday","2019","4","21","2:30","perintis kemerdekaan","tamalanrea","TL","R4","NOV"
"Sunday","2019","4","22","14:00","insinyur sutami","tamalanrea","TK","R4","TR"
"Monday","2019","4","20","17:00","metro tanjung bunga","tamalate","TK","R2","R4"
"Saturday","2019","4","21","2:30","perintis kemerdekaan","biringkanaya","TL","R4","R2"
"Sunday","2019","4","24","13:00","raya kampus unhas","tamalanrea","OC","R2","NOV"
"Wednesday","2019","4","18","13:00","galangan kapal","tallo","TK","R2","TR"
"Thursday","2019","4","23","10:15","perintis kemerdekaan","biringkanaya","TK","R4","R4"
"Tuesday","2019","4","25","6:30","malengkeri","tamalate","TL","R2","NOV"
"Thursday","2019","4","25","7:15","kandea","bontoala","TL","R2","NOV"
"Thursday","2019","4","14","23:50","batua raya","panakkukang","TK","R2","R2"
"Sunday","2019","4","26","7:00","gunung latimojong","makassar","TL","R4","R2"
"Friday","2019","4","26","18:00","tamalate i","rappocini","TL","TR","R2"
"Friday","2019","4","25","14:00","pandang raya","panakkukang","TK","R4","R2"
"Thursday","2019","4","25","16:00","nuri","mariso","TK","R2","R2"
"Thursday","2019","4","26","9:30","pengayoman","panakkukang","TK","R4","R2"
"Friday","2019","4","27","9:30","sultan abdullah","tallo","TL","R2","R2"
"Saturday","2019","4","22","10:00","urip sumuharjo","makassar","TM","R2","NOV"
"Monday","2019","4","28","8:05","perintis kemerdekaan vii","tamalanrea","TK","R2","R2"
"Sunday","2019","4","25","16:00","urip sumuharjo","panakkukang","TK","R2","R3"
"Thursday","2019","4","26","1:30","sungai limboto","makassar","TL","R2","NOV"
"Friday","2019","4","28","3:30","arief rate","ujung pandang","TL","R4","R2"
"Sunday","2019","4","27","17:30","kenanga","mariso","OC","R2","NOV"
"Saturday","2019","4","27","7:30","urip sumuharjo","panakkukang","TL","R4","NOV"
"Saturday","2019","4","28","17:00","sultan alauddin","tamalate","TL","R2","R2"
"Sunday","2019","4","28","10:00","baji minasa ii","mariso","TM","R2","NOV"
"Sunday","2019","4","29","15:30","perintis kemerdekaan","biringkanaya","TL","R4","R2"
"Monday","2019","4","29","17:30","letjen hertasning","panakkukang","TK","R2","R2"
"Monday","2019","4","30","18:00","cendrawasih","mariso","TM","R2","NOV"
"Tuesday","2019","4","30","11:00","dr. leimena","panakkukang","TB","TR","R4"
"Tuesday","2019","4","30","21:30","gunung rinjani","tamalate","TK","R4","R2"
"Tuesday","2019","4","28","22:30","singa","mamajang","TL","R2","NOV"
"Sunday","2019","5","1","16:30","urip sumuharjo","panakkukang","TL","R4","R2"
"Wednesday","2019","5","2","2:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Thursday","2019","4","30","11:30","perintis kemerdekaan","biringkanaya","TK","R2","R4"
"Tuesday","2019","5","1","22:30","cendrawasih","mamajang","TK","R2","R2"
"Wednesday","2019","5","2","18:00","botolempangan","ujung pandang","TK","R2","R2"
"Thursday","2019","5","3","11:30","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Friday","2019","5","4","8:30","adyaksa","panakkukang","TK","R4","R4"
"Saturday","2019","5","5","0:05","veteran selatan","makassar","TM","R2","NOV"
"Sunday","2019","5","5","21:00","urip sumuharjo","makassar","T","R2","NOV"
"Sunday","2019","5","4","14:00","bandang","bontoala","TL","R2","R2"
"Saturday","2019","5","6","6:00","pajukukang","tamalate","TL","R4","R2"
"Monday","2019","5","4","5:00","abdul kadir","tamalate","TM","R2","NOV"
"Saturday","2019","5","4","15:15","urip sumuharjo","panakkukang","TM","TR","NOV"
"Saturday","2019","5","6","7:00","yusuf dg. ngawing","rappocini","TK","TR","R4"
"Monday","2019","5","6","3:00","urip sumuharjo","makassar","TM","R2","NOV"
"Monday","2019","5","6","17:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Monday","2019","5","7","8:30","insinyur sutami","tamalanrea","OC","R4","NOV"
"Tuesday","2019","5","8","4:00","lasinrang","ujung pandang","TK","R4","R2"
"Wednesday","2019","5","8","2:30","lamadukelleng","ujung pandang","TL","R2","R4"
"Wednesday","2019","5","6","10:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Monday","2019","5","8","7:00","tamangapa raya","manggala","TK","R2","R2"
"Wednesday","2019","4","29","7:00","insinyur sutami","biringkanaya","TL","R2","R2"
"Monday","2019","5","7","15:30","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Tuesday","2019","5","8","7:00","abdul kadir","tamalate","TK","R4","R4"
"Wednesday","2019","5","8","6:00","monginsidi","makassar","TM","R2","NOV"
"Wednesday","2019","5","8","2:00","tinumbu","bontoala","TL","R2","R2"
"Wednesday","2019","5","8","17:50","penghibur","ujung pandang","TL","R2","R2"
"Wednesday","2019","5","9","6:30","nipa nipa 2","manggala","TL","R2","R2"
"Thursday","2019","5","9","14:30","perintis kemerdekaan","biringkanaya","TK","R2","R4"
"Thursday","2019","5","9","8:30","poros asrama haji","biringkanaya","TK","R4","R2"
"Thursday","2019","5","8","13:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Wednesday","2019","5","9","10:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Thursday","2019","5","9","8:45","perintis kemerdekaan","tamalanrea","TL","R2","NOV"
"Thursday","2019","4","20","11:00","raya kampus unhas","tamalanrea","TK","R2","R2"
"Saturday","2019","5","10","14:00","bakung i","biringkanaya","TM","R2","NOV"
"Friday","2019","4","21","19:30","salahutu","makassar","TK","R4","R2"
"Sunday","2019","5","10","9:00","cendrawasih","mariso","TK","R4","R3"
"Friday","2019","5","10","3:50","sungai saddang baru","makassar","TL","R2","R2"
"Friday","2019","5","9","18:30","pettarani","panakkukang","TK","R4","R2"
"Thursday","2019","5","11","12:00","pelita raya","rappocini","TL","R2","NOV"
"Saturday","2019","5","11","14:00","maccini sawah","makassar","TK","R4","R2"
"Saturday","2019","5","12","5:00","lamadukelleng","ujung pandang","TL","R4","R2"
"Sunday","2019","5","12","23:25","cendrawasih","mamajang","TK","R2","R2"
"Sunday","2019","5","12","5:30","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Sunday","2019","5","11","10:00","insinyur sutami","tamalanrea","TK","R2","R2"
"Saturday","2019","5","12","9:00","daeng ngeppe","tamalate","T","R2","NOV"
"Sunday","2019","5","11","12:30","insinyur sutami","tamalanrea","T","R2","NOV"
"Saturday","2019","5","13","13:00","rappocini raya","rappocini","TL","R2","R2"
"Monday","2019","5","13","13:00","tala' salapang","rappocini","TL","R2","R2"
"Monday","2019","5","18","21:00","perintis kemerdekaan","biringkanaya","TL","R4","R2"
"Saturday","2019","5","4","16:00","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Saturday","2019","5","14","9:00","tupai","mamajang","TK","R2","R2"
"Tuesday","2019","5","14","19:30","gunung bulusaraung","ujung pandang","TK","R2","R2"
"Tuesday","2019","5","14","15:15","veteran selatan","mamajang","TK","R2","R2"
"Tuesday","2019","5","14","6:30","abdul kadir","tamalate","TL","R2","NOV"
"Tuesday","2019","5","15","12:00","sultan hasanuddin","ujung pandang","TM","R2","NOV"
"Wednesday","2019","5","15","12:15","andi djemma","rappocini","TL","R4","R2"
"Wednesday","2019","5","15","12:42","toddopuli v","panakkukang","TK","R2","R2"
"Wednesday","2019","5","15","22:30","pengayoman","panakkukang","TK","R4","R2"
"Wednesday","2019","5","17","10:00","tala' salapang","rappocini","TL","R3","R2"
"Friday","2019","5","16","13:00","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Thursday","2019","5","16","12:00","raya kampus unhas","tamalanrea","TM","R2","R2"
"Thursday","2019","5","16","18:20","perintis kemerdekaan","tamalanrea","TL","R2","NOV"
"Thursday","2019","5","16","19:20","paccerakkang","biringkanaya","TL","R2","NOV"
"Thursday","2019","5","17","9:00","perintis kemerdekaan","biringkanaya","TM","R2","NOV"
"Friday","2019","5","17","8:30","kandea iii","bontoala","TM","R2","NOV"
"Friday","2019","5","20","1:30","gatot subroto","tallo","TK","R2","R2"
"Monday","2019","5","18","13:56","cumi-cumi","bontoala","T","R2","NOV"
"Saturday","2019","5","18","10:30","pengayoman","panakkukang","TK","R4","R2"
"Saturday","2019","5","17","21:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Friday","2019","5","17","20:00","pettarani","panakkukang","TL","R4","R2"
"Friday","2019","5","17","15:30","perintis kemerdekaan km. 19","biringkanaya","TK","R2","R2"
"Friday","2019","5","15","13:00","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Wednesday","2019","4","29","17:00","salodong","biringkanaya","LL","TR","NOV"
"Monday","2019","5","16","11:00","gunung malabar","ujung pandang","TK","R2","R4"
"Thursday","2019","5","11","20:30","urip sumuharjo","bontoala","TM","R2","NOV"
"Saturday","2019","5","15","12:00","jipang raya","rappocini","TK","R3","R2"
"Wednesday","2019","5","20","7:30","malengkeri","tamalate","TK","R4","R4"
"Monday","2019","5","17","22:25","pajukukang","tamalate","OC","R2","R2"
"Friday","2019","5","21","20:00","malengkeri","tamalate","TK","R2","R2"
"Tuesday","2019","5","20","20:00","kima raya ii","biringkanaya","T","R2","NOV"
"Monday","2019","5","20","11:00","mula baru","tamalanrea","TM","R4","NOV"
"Monday","2019","5","20","0:15","andi mangerangi","tamalate","TL","R3","R2"
"Monday","2019","5","21","11:30","veteran selatan","mamajang","TK","R2","R2"
"Tuesday","2019","5","19","21:00","ujung bor","manggala","TL","R2","R2"
"Sunday","2019","5","20","15:00","sunu","tallo","TM","R2","NOV"
"Monday","2019","5","22","11:00","pettarani","panakkukang","TL","R4","R2"
"Wednesday","2019","5","20","16:00","boulevard","panakkukang","TL","R4","R2"
"Monday","2019","5","22","17:00","perintis kemerdekaan iii","tamalanrea","TL","R2","R2"
"Wednesday","2019","5","22","0:30","pajukukang","tamalate","TL","R2","NOV"
"Wednesday","2019","5","24","10:30","borong raya","manggala","TK","R2","R2"
"Friday","2019","5","24","22:00","perintis kemerdekaan","biringkanaya","TK","R4","R2"
"Friday","2019","5","24","6:45","urip sumuharjo","panakkukang","TL","R4","R2"
"Friday","2019","5","24","16:00","urip sumuharjo","panakkukang","TL","R4","R2"
"Friday","2019","5","26","3:00","kumala","tamalate","TK","R4","R4"
"Sunday","2019","5","25","18:30","paccerakkang","tamalanrea","TL","R2","R2"
"Saturday","2019","5","26","10:45","insinyur sutami","biringkanaya","TK","R2","R2"
"Sunday","2019","5","26","7:00","perintis kemerdekaan","biringkanaya","TK","R4","R4"
"Sunday","2019","5","25","10:00","paccerakkang","biringkanaya","TK","R2","R2"
"Saturday","2019","5","25","17:40","raya kampus unhas","tamalanrea","TM","R2","R2"
"Saturday","2019","5","26","14:30","perintis kemerdekaan","tamalanrea","TL","R2","NOV"
"Sunday","2019","5","26","14:00","nuri","mariso","TK","R2","R2"
"Sunday","2019","5","27","14:20","monginsidi","makassar","TM","R2","NOV"
